"","kingdom","phylum","class","order","family","genus","species","decimalLatitude","decimalLongitude","year","month","day","source"
"687","Animalia","Chordata","Aves","Passeriformes","Icteridae","Euphagus","Euphagus cyanocephalus",37.614014,-118.832115,"2023","4","25","GBIF"
"688","Animalia","Chordata","Aves","Passeriformes","Passerellidae","Spizella","Spizella breweri",37.613697,-118.831665,"2023","7","13","GBIF"
"689","Animalia","Chordata","Aves","Passeriformes","Turdidae","Turdus","Turdus migratorius",37.613686,-118.83241,"1991","7","27","GBIF"
"690","Animalia","Chordata","Aves","Passeriformes","Icteridae","Molothrus","Molothrus ater",37.614525,-118.832146,"2023","7","19","GBIF"
"691","Animalia","Chordata","Aves","Galliformes","Odontophoridae","Callipepla","Callipepla californica",37.614014,-118.832115,"2023","4","20","GBIF"
"692","Animalia","Chordata","Aves","Passeriformes","Tyrannidae","Contopus","Contopus sordidulus",37.61404,-118.83265,"2023","6","3","GBIF"
"693","Animalia","Chordata","Aves","Passeriformes","Hirundinidae","Petrochelidon","Petrochelidon pyrrhonota",37.614525,-118.832146,"2023","7","19","GBIF"
"694","Animalia","Chordata","Aves","Passeriformes","Icteridae","Agelaius","Agelaius phoeniceus",37.614525,-118.832146,"2023","7","16","GBIF"
"695","Animalia","Chordata","Aves","Caprimulgiformes","Caprimulgidae","Chordeiles","Chordeiles minor",37.613697,-118.831665,"2023","7","14","GBIF"
"696","Animalia","Chordata","Aves","Passeriformes","Icteridae","Euphagus","Euphagus cyanocephalus",37.614525,-118.832146,"2023","7","20","GBIF"
"697","Animalia","Chordata","Aves","Passeriformes","Passerellidae","Pipilo","Pipilo chlorurus",37.613697,-118.831665,"2023","7","13","GBIF"
"698","Animalia","Chordata","Aves","Passeriformes","Tyrannidae","Contopus","Contopus sordidulus",37.613693,-118.83172,"2023","7","6","GBIF"
"699","Animalia","Chordata","Aves","Passeriformes","Tyrannidae","Contopus","Contopus sordidulus",37.61404,-118.83265,"2023","6","3","GBIF"
"700","Animalia","Chordata","Aves","Passeriformes","Turdidae","Turdus","Turdus migratorius",37.613747,-118.83065,"2023","6","17","GBIF"
"701","Animalia","Chordata","Aves","Passeriformes","Icteridae","Agelaius","Agelaius phoeniceus",37.614525,-118.832146,"2023","7","22","GBIF"
"702","Animalia","Chordata","Aves","Passeriformes","Passerellidae","Passerella","Passerella iliaca",37.61391,-118.83403,"2023","5","28","GBIF"
"703","Animalia","Chordata","Aves","Passeriformes","Corvidae","Corvus","Corvus corax",37.61404,-118.83265,"2023","6","3","GBIF"
"704","Animalia","Chordata","Aves","Piciformes","Picidae","Colaptes","Colaptes auratus",37.614525,-118.832146,"2023","7","13","GBIF"
"705","Animalia","Chordata","Aves","Passeriformes","Passerellidae","Pipilo","Pipilo maculatus",37.61369,-118.83126,"2023","8","9","GBIF"
"706","Animalia","Chordata","Aves","Passeriformes","Icteridae","Agelaius","Agelaius phoeniceus",37.61418,-118.83177,"2023","7","10","GBIF"
"707","Animalia","Chordata","Aves","Passeriformes","Passerellidae","Melospiza","Melospiza melodia",37.614014,-118.832115,"2023","4","29","GBIF"
"708","Animalia","Chordata","Aves","Passeriformes","Parulidae","Setophaga","Setophaga petechia",37.614014,-118.832115,"2023","4","30","GBIF"
"709","Animalia","Chordata","Aves","Passeriformes","Corvidae","Pica","Pica hudsonia",37.614014,-118.832115,"2023","4","30","GBIF"
"710","Animalia","Chordata","Aves","Passeriformes","Corvidae","Pica","Pica hudsonia",37.613686,-118.83241,"1991","7","8","GBIF"
"711","Animalia","Chordata","Aves","Accipitriformes","Cathartidae","Cathartes","Cathartes aura",37.61396,-118.83418,"2023","5","28","GBIF"
"712","Animalia","Chordata","Aves","Passeriformes","Passerellidae","Pipilo","Pipilo maculatus",37.614525,-118.832146,"2023","7","19","GBIF"
"713","Animalia","Chordata","Aves","Passeriformes","Icteridae","Molothrus","Molothrus ater",37.614525,-118.832146,"2023","7","16","GBIF"
"714","Animalia","Chordata","Aves","Passeriformes","Turdidae","Turdus","Turdus migratorius",37.614014,-118.832115,"2023","6","3","GBIF"
"715","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Spinus","Spinus psaltria",37.613605,-118.832306,"2023","6","17","GBIF"
"716","Animalia","Chordata","Aves","Passeriformes","Passerellidae","Melospiza","Melospiza melodia",37.614525,-118.832146,"2023","7","20","GBIF"
"717","Animalia","Chordata","Aves","Passeriformes","Passerellidae","Pipilo","Pipilo chlorurus",37.614525,-118.832146,"2023","7","17","GBIF"
"718","Animalia","Chordata","Aves","Passeriformes","Tyrannidae","Contopus","Contopus sordidulus",37.614525,-118.832146,"2023","7","14","GBIF"
"719","Animalia","Chordata","Aves","Passeriformes","Tyrannidae","Contopus","Contopus sordidulus",37.61391,-118.83403,"2023","5","28","GBIF"
"720","Animalia","Chordata","Aves","Piciformes","Picidae","Colaptes","Colaptes auratus",37.614525,-118.832146,"2023","7","20","GBIF"
"721","Animalia","Chordata","Aves","Passeriformes","Tyrannidae","Sayornis","Sayornis saya",37.613804,-118.83181,"2023","3","15","GBIF"
"722","Animalia","Chordata","Aves","Passeriformes","Parulidae","Setophaga","Setophaga petechia",37.613667,-118.83194,"2023","7","14","GBIF"
"723","Animalia","Chordata","Aves","Passeriformes","Passerellidae","Melospiza","Melospiza melodia",37.614525,-118.832146,"2023","7","14","GBIF"
"724","Animalia","Chordata","Aves","Passeriformes","Passerellidae","Melospiza","Melospiza melodia",37.613804,-118.83181,"2023","3","15","GBIF"
"725","Animalia","Chordata","Aves","Passeriformes","Vireonidae","Vireo","Vireo gilvus",37.614098,-118.83233,"2023","6","4","GBIF"
"726","Animalia","Chordata","Aves","Passeriformes","Sturnidae","Sturnus","Sturnus vulgaris",37.614014,-118.832115,"2023","4","30","GBIF"
"727","Animalia","Chordata","Aves","Passeriformes","Icteridae","Icterus","Icterus bullockii",37.61404,-118.83265,"2023","6","3","GBIF"
"728","Animalia","Chordata","Aves","Piciformes","Picidae","Colaptes","Colaptes auratus",37.614525,-118.832146,"2023","7","20","GBIF"
"729","Animalia","Chordata","Aves","Piciformes","Picidae","Colaptes","Colaptes auratus",37.614014,-118.832115,"2023","5","6","GBIF"
"730","Animalia","Chordata","Aves","Piciformes","Picidae","Colaptes","Colaptes auratus",37.613693,-118.83172,"2023","7","6","GBIF"
"731","Animalia","Chordata","Aves","Passeriformes","Icteridae","Euphagus","Euphagus cyanocephalus",37.613697,-118.831665,"2023","7","13","GBIF"
"732","Animalia","Chordata","Aves","Passeriformes","Tyrannidae","Contopus","Contopus sordidulus",37.614525,-118.832146,"2023","7","13","GBIF"
"733","Animalia","Chordata","Aves","Passeriformes","Troglodytidae","Troglodytes","Troglodytes aedon",37.614525,-118.832146,"2023","7","22","GBIF"
"734","Animalia","Chordata","Aves","Falconiformes","Falconidae","Falco","Falco sparverius",37.613686,-118.83241,"1991","7","27","GBIF"
"735","Animalia","Chordata","Aves","Passeriformes","Icteridae","Molothrus","Molothrus ater",37.614525,-118.832146,"2023","7","13","GBIF"
"736","Animalia","Chordata","Aves","Passeriformes","Passerellidae","Spizella","Spizella passerina",37.614525,-118.832146,"2023","7","21","GBIF"
"737","Animalia","Chordata","Aves","Passeriformes","Icteridae","Sturnella","Sturnella neglecta",37.613747,-118.83065,"2023","6","17","GBIF"
"738","Animalia","Chordata","Aves","Passeriformes","Parulidae","Leiothlypis","Leiothlypis celata",37.61404,-118.83265,"2023","6","3","GBIF"
"739","Animalia","Chordata","Aves","Columbiformes","Columbidae","Streptopelia","Streptopelia decaocto",37.614525,-118.832146,"2023","7","13","GBIF"
"740","Animalia","Chordata","Aves","Coraciiformes","Alcedinidae","Megaceryle","Megaceryle alcyon",37.613686,-118.83241,"1991","7","27","GBIF"
"741","Animalia","Chordata","Aves","Accipitriformes","Cathartidae","Cathartes","Cathartes aura",37.61404,-118.83265,"2023","6","3","GBIF"
"742","Animalia","Chordata","Aves","Passeriformes","Passerellidae","Pipilo","Pipilo chlorurus",37.614014,-118.832115,"2023","4","20","GBIF"
"743","Animalia","Chordata","Aves","Passeriformes","Parulidae","Leiothlypis","Leiothlypis celata",37.614525,-118.832146,"2023","7","19","GBIF"
"744","Animalia","Chordata","Aves","Passeriformes","Turdidae","Turdus","Turdus migratorius",37.614525,-118.832146,"2023","7","13","GBIF"
"745","Animalia","Chordata","Aves","Passeriformes","Troglodytidae","Troglodytes","Troglodytes aedon",37.614525,-118.832146,"2023","7","21","GBIF"
"746","Animalia","Chordata","Aves","Passeriformes","Tyrannidae","Contopus","Contopus sordidulus",37.61396,-118.83418,"2023","5","28","GBIF"
"747","Animalia","Chordata","Aves","Passeriformes","Passerellidae","Melospiza","Melospiza melodia",37.614525,-118.832146,"2023","7","16","GBIF"
"748","Animalia","Chordata","Aves","Passeriformes","Passerellidae","Pipilo","Pipilo maculatus",37.614525,-118.832146,"2023","7","21","GBIF"
"749","Animalia","Chordata","Aves","Passeriformes","Tyrannidae","Empidonax","Empidonax difficilis",37.613686,-118.83241,"2017","9","5","GBIF"
"750","Animalia","Chordata","Aves","Passeriformes","Turdidae","Turdus","Turdus migratorius",37.61418,-118.83177,"2023","7","10","GBIF"
"751","Animalia","Chordata","Aves","Passeriformes","Sturnidae","Sturnus","Sturnus vulgaris",37.614014,-118.832115,"2023","4","29","GBIF"
"752","Animalia","Chordata","Aves","Passeriformes","Icteridae","Icterus","Icterus bullockii",37.614525,-118.832146,"2023","7","19","GBIF"
"753","Animalia","Chordata","Aves","Passeriformes","Passerellidae","Spizella","Spizella breweri",37.613667,-118.83194,"2023","7","14","GBIF"
"754","Animalia","Chordata","Aves","Passeriformes","Corvidae","Pica","Pica hudsonia",37.614525,-118.832146,"2023","7","17","GBIF"
"755","Animalia","Chordata","Aves","Passeriformes","Parulidae","Setophaga","Setophaga petechia",37.613686,-118.83241,"1991","7","27","GBIF"
"756","Animalia","Chordata","Aves","Passeriformes","Passerellidae","Melospiza","Melospiza melodia",37.614525,-118.832146,"2023","7","20","GBIF"
"757","Animalia","Chordata","Aves","Passeriformes","Troglodytidae","Troglodytes","Troglodytes aedon",37.614525,-118.832146,"2023","7","20","GBIF"
"758","Animalia","Chordata","Aves","Passeriformes","Passerellidae","Pipilo","Pipilo maculatus",37.614525,-118.832146,"2023","7","16","GBIF"
"759","Animalia","Chordata","Aves","Passeriformes","Icteridae","Molothrus","Molothrus ater",37.61404,-118.83265,"2023","6","3","GBIF"
"760","Animalia","Chordata","Aves","Passeriformes","Troglodytidae","Troglodytes","Troglodytes aedon",37.614525,-118.832146,"2023","7","19","GBIF"
"761","Animalia","Chordata","Aves","Passeriformes","Tyrannidae","Contopus","Contopus sordidulus",37.614525,-118.832146,"2023","7","13","GBIF"
"762","Animalia","Chordata","Aves","Accipitriformes","Cathartidae","Cathartes","Cathartes aura",37.614014,-118.832115,"2023","4","29","GBIF"
"763","Animalia","Chordata","Aves","Passeriformes","Icteridae","Icterus","Icterus bullockii",37.614525,-118.832146,"2023","7","13","GBIF"
"764","Animalia","Chordata","Aves","Passeriformes","Passerellidae","Pipilo","Pipilo chlorurus",37.61369,-118.83126,"2023","8","9","GBIF"
"765","Animalia","Chordata","Aves","Piciformes","Picidae","Colaptes","Colaptes auratus",37.614014,-118.832115,"2023","4","29","GBIF"
"766","Animalia","Chordata","Aves","Passeriformes","Hirundinidae","Petrochelidon","Petrochelidon pyrrhonota",37.614525,-118.832146,"2023","7","20","GBIF"
"767","Animalia","Chordata","Aves","Strigiformes","Strigidae","Bubo","Bubo virginianus",37.614014,-118.832115,"2023","4","28","GBIF"
"768","Animalia","Chordata","Aves","Passeriformes","Passerellidae","Zonotrichia","Zonotrichia leucophrys",37.613697,-118.831665,"2023","7","13","GBIF"
"769","Animalia","Chordata","Aves","Passeriformes","Turdidae","Turdus","Turdus migratorius",37.614014,-118.832115,"2023","4","20","GBIF"
"770","Animalia","Chordata","Aves","Passeriformes","Turdidae","Turdus","Turdus migratorius",37.613747,-118.83065,"2023","6","17","GBIF"
"771","Animalia","Chordata","Aves","Passeriformes","Passerellidae","Pipilo","Pipilo chlorurus",37.614525,-118.832146,"2023","7","16","GBIF"
"772","Animalia","Chordata","Aves","Passeriformes","Passerellidae","Melospiza","Melospiza melodia",37.614525,-118.832146,"2023","7","13","GBIF"
"773","Animalia","Chordata","Aves","Passeriformes","Passerellidae","Pipilo","Pipilo chlorurus",37.614525,-118.832146,"2023","7","20","GBIF"
"774","Animalia","Chordata","Aves","Passeriformes","Troglodytidae","Thryomanes","Thryomanes bewickii",37.613804,-118.83181,"2023","3","15","GBIF"
"775","Animalia","Chordata","Aves","Caprimulgiformes","Caprimulgidae","Chordeiles","Chordeiles minor",37.61418,-118.83177,"2023","7","10","GBIF"
"776","Animalia","Chordata","Aves","Passeriformes","Passerellidae","Pipilo","Pipilo chlorurus",37.61418,-118.83177,"2023","7","10","GBIF"
"777","Animalia","Chordata","Aves","Passeriformes","Passerellidae","Pipilo","Pipilo maculatus",37.613747,-118.83065,"2023","6","17","GBIF"
"778","Animalia","Chordata","Aves","Passeriformes","Hirundinidae","Petrochelidon","Petrochelidon pyrrhonota",37.614525,-118.832146,"2023","7","12","GBIF"
"779","Animalia","Chordata","Aves","Passeriformes","Icteridae","Icterus","Icterus bullockii",37.61418,-118.83177,"2023","7","10","GBIF"
"780","Animalia","Chordata","Aves","Passeriformes","Passerellidae","Pipilo","Pipilo maculatus",37.614525,-118.832146,"2023","7","17","GBIF"
"781","Animalia","Chordata","Aves","Columbiformes","Columbidae","Streptopelia","Streptopelia decaocto",37.614525,-118.832146,"2023","7","13","GBIF"
"782","Animalia","Chordata","Aves","Passeriformes","Troglodytidae","Troglodytes","Troglodytes aedon",37.613693,-118.83172,"2023","7","6","GBIF"
"783","Animalia","Chordata","Aves","Passeriformes","Tyrannidae","Contopus","Contopus sordidulus",37.614525,-118.832146,"2023","7","15","GBIF"
"784","Animalia","Chordata","Aves","Passeriformes","Icteridae","Icterus","Icterus bullockii",37.614525,-118.832146,"2023","7","14","GBIF"
"785","Animalia","Chordata","Aves","Passeriformes","Tyrannidae","Contopus","Contopus sordidulus",37.614525,-118.832146,"2023","7","13","GBIF"
"786","Animalia","Chordata","Aves","Passeriformes","Icteridae","Sturnella","Sturnella neglecta",37.614014,-118.832115,"2023","4","29","GBIF"
"787","Animalia","Chordata","Aves","Passeriformes","Corvidae","Pica","Pica hudsonia",37.61936,-118.82894,"2023","9","28","GBIF"
"788","Animalia","Chordata","Aves","Passeriformes","Corvidae","Pica","Pica hudsonia",37.61936,-118.82894,"2023","9","28","GBIF"
"789","Animalia","Chordata","Aves","Passeriformes","Icteridae","Icterus","Icterus bullockii",37.61396,-118.83418,"2023","5","28","GBIF"
"790","Animalia","Chordata","Aves","Passeriformes","Icteridae","Molothrus","Molothrus ater",37.614014,-118.832115,"2023","4","29","GBIF"
"791","Animalia","Chordata","Aves","Passeriformes","Passerellidae","Melospiza","Melospiza melodia",37.614525,-118.832146,"2023","7","16","GBIF"
"792","Animalia","Chordata","Aves","Passeriformes","Icteridae","Euphagus","Euphagus cyanocephalus",37.613747,-118.83065,"2023","6","17","GBIF"
"793","Animalia","Chordata","Aves","Passeriformes","Icteridae","Icterus","Icterus bullockii",37.61391,-118.83403,"2023","5","28","GBIF"
"794","Animalia","Chordata","Aves","Passeriformes","Troglodytidae","Troglodytes","Troglodytes aedon",37.61369,-118.83126,"2023","8","9","GBIF"
"795","Animalia","Chordata","Aves","Passeriformes","Passerellidae","Spizella","Spizella breweri",37.613686,-118.83241,"1991","7","27","GBIF"
"796","Animalia","Chordata","Aves","Passeriformes","Corvidae","Corvus","Corvus corax",37.619183,-118.82561,"2023","5","26","GBIF"
"797","Animalia","Chordata","Aves","Passeriformes","Mimidae","Oreoscoptes","Oreoscoptes montanus",37.614525,-118.832146,"2023","7","20","GBIF"
"798","Animalia","Chordata","Aves","Passeriformes","Passerellidae","Pipilo","Pipilo chlorurus",37.614525,-118.832146,"2023","7","16","GBIF"
"799","Animalia","Chordata","Aves","Passeriformes","Passerellidae","Pipilo","Pipilo maculatus",37.614525,-118.832146,"2023","7","14","GBIF"
"800","Animalia","Chordata","Aves","Passeriformes","Icteridae","Icterus","Icterus bullockii",37.614525,-118.832146,"2023","7","13","GBIF"
"801","Animalia","Chordata","Aves","Passeriformes","Tyrannidae","Contopus","Contopus sordidulus",37.613667,-118.83194,"2023","7","14","GBIF"
"802","Animalia","Chordata","Aves","Passeriformes","Passerellidae","Pipilo","Pipilo maculatus",37.61404,-118.83265,"2023","6","3","GBIF"
"803","Animalia","Chordata","Aves","Passeriformes","Corvidae","Pica","Pica hudsonia",37.614014,-118.832115,"2023","4","21","GBIF"
"804","Animalia","Chordata","Aves","Passeriformes","Icteridae","Sturnella","Sturnella neglecta",37.613747,-118.83065,"2023","6","17","GBIF"
"805","Animalia","Chordata","Aves","Passeriformes","Icteridae","Molothrus","Molothrus ater",37.614525,-118.832146,"2023","7","20","GBIF"
"806","Animalia","Chordata","Aves","Passeriformes","Icteridae","Molothrus","Molothrus ater",37.61404,-118.83265,"2023","6","3","GBIF"
"807","Animalia","Chordata","Aves","Passeriformes","Corvidae","Pica","Pica hudsonia",37.613747,-118.83065,"2023","6","17","GBIF"
"808","Animalia","Chordata","Aves","Passeriformes","Passerellidae","Artemisiospiza","Artemisiospiza nevadensis",37.614525,-118.832146,"2023","7","20","GBIF"
"809","Animalia","Chordata","Aves","Passeriformes","Troglodytidae","Troglodytes","Troglodytes aedon",37.614525,-118.832146,"2023","7","14","GBIF"
"810","Animalia","Chordata","Aves","Passeriformes","Troglodytidae","Troglodytes","Troglodytes aedon",37.614525,-118.832146,"2023","7","15","GBIF"
"811","Animalia","Chordata","Aves","Passeriformes","Hirundinidae","Petrochelidon","Petrochelidon pyrrhonota",37.613747,-118.83065,"2023","6","17","GBIF"
"812","Animalia","Chordata","Aves","Passeriformes","Hirundinidae","Petrochelidon","Petrochelidon pyrrhonota",37.613686,-118.83241,"1991","7","27","GBIF"
"813","Animalia","Chordata","Aves","Caprimulgiformes","Caprimulgidae","Chordeiles","Chordeiles minor",37.614525,-118.832146,"2023","7","14","GBIF"
"814","Animalia","Chordata","Aves","Passeriformes","Icteridae","Icterus","Icterus bullockii",37.614525,-118.832146,"2023","7","15","GBIF"
"815","Animalia","Chordata","Aves","Passeriformes","Icteridae","Agelaius","Agelaius phoeniceus",37.614014,-118.832115,"2023","4","21","GBIF"
"816","Animalia","Chordata","Aves","Accipitriformes","Cathartidae","Cathartes","Cathartes aura",37.614525,-118.832146,"2023","7","17","GBIF"
"817","Animalia","Chordata","Aves","Passeriformes","Parulidae","Setophaga","Setophaga petechia",37.61404,-118.83265,"2023","6","3","GBIF"
"818","Animalia","Chordata","Aves","Passeriformes","Passerellidae","Spizella","Spizella breweri",37.613686,-118.83241,"1991","8","30","GBIF"
"819","Animalia","Chordata","Aves","Passeriformes","Passerellidae","Pipilo","Pipilo maculatus",37.613804,-118.83181,"2023","3","15","GBIF"
"820","Animalia","Chordata","Aves","Piciformes","Picidae","Colaptes","Colaptes auratus",37.614014,-118.832115,"2023","4","30","GBIF"
"821","Animalia","Chordata","Aves","Passeriformes","Passerellidae","Pipilo","Pipilo chlorurus",37.61404,-118.83265,"2023","6","3","GBIF"
"822","Animalia","Chordata","Aves","Passeriformes","Parulidae","Setophaga","Setophaga petechia",37.614014,-118.832115,"2023","4","29","GBIF"
"823","Animalia","Chordata","Aves","Passeriformes","Passerellidae","Melospiza","Melospiza melodia",37.614525,-118.832146,"2023","7","22","GBIF"
"824","Animalia","Chordata","Aves","Passeriformes","Parulidae","Setophaga","Setophaga petechia",37.613697,-118.831665,"2023","7","13","GBIF"
"825","Animalia","Chordata","Aves","Passeriformes","Passerellidae","Pipilo","Pipilo chlorurus",37.614525,-118.832146,"2023","7","16","GBIF"
"826","Animalia","Chordata","Aves","Passeriformes","Hirundinidae","Petrochelidon","Petrochelidon pyrrhonota",37.614525,-118.832146,"2023","7","13","GBIF"
"827","Animalia","Chordata","Aves","Passeriformes","Icteridae","Icterus","Icterus bullockii",37.614525,-118.832146,"2023","7","17","GBIF"
"828","Animalia","Chordata","Aves","Passeriformes","Hirundinidae","Petrochelidon","Petrochelidon pyrrhonota",37.614525,-118.832146,"2023","7","16","GBIF"
"829","Animalia","Chordata","Aves","Passeriformes","Passerellidae","Melospiza","Melospiza melodia",37.614525,-118.832146,"2023","7","20","GBIF"
"830","Animalia","Chordata","Aves","Passeriformes","Passerellidae","Pipilo","Pipilo maculatus",37.614525,-118.832146,"2023","7","13","GBIF"
"831","Animalia","Chordata","Aves","Passeriformes","Icteridae","Euphagus","Euphagus cyanocephalus",37.614525,-118.832146,"2023","7","13","GBIF"
"832","Animalia","Chordata","Aves","Passeriformes","Icteridae","Icterus","Icterus bullockii",37.614525,-118.832146,"2023","7","13","GBIF"
"833","Animalia","Chordata","Aves","Passeriformes","Passerellidae","Melospiza","Melospiza melodia",37.614525,-118.832146,"2023","7","13","GBIF"
"834","Animalia","Chordata","Aves","Passeriformes","Turdidae","Turdus","Turdus migratorius",37.614014,-118.832115,"2023","4","25","GBIF"
"835","Animalia","Chordata","Aves","Passeriformes","Troglodytidae","Troglodytes","Troglodytes aedon",37.614525,-118.832146,"2023","7","13","GBIF"
"836","Animalia","Chordata","Aves","Passeriformes","Passerellidae","Spizella","Spizella breweri",37.614525,-118.832146,"2023","7","16","GBIF"
"837","Animalia","Chordata","Aves","Passeriformes","Troglodytidae","Troglodytes","Troglodytes aedon",37.614525,-118.832146,"2023","7","13","GBIF"
"838","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Spinus","Spinus psaltria",37.614525,-118.832146,"2023","7","13","GBIF"
"839","Animalia","Chordata","Aves","Passeriformes","Icteridae","Euphagus","Euphagus cyanocephalus",37.614525,-118.832146,"2023","7","20","GBIF"
"840","Animalia","Chordata","Aves","Passeriformes","Passerellidae","Melospiza","Melospiza melodia",37.614525,-118.832146,"2023","7","13","GBIF"
"841","Animalia","Chordata","Aves","Passeriformes","Passerellidae","Pooecetes","Pooecetes gramineus",37.614525,-118.832146,"2023","7","20","GBIF"
"842","Animalia","Chordata","Aves","Passeriformes","Tyrannidae","Contopus","Contopus sordidulus",37.614525,-118.832146,"2023","7","20","GBIF"
"843","Animalia","Chordata","Aves","Passeriformes","Passerellidae","Melospiza","Melospiza melodia",37.614525,-118.832146,"2023","7","16","GBIF"
"844","Animalia","Chordata","Aves","Passeriformes","Corvidae","Pica","Pica hudsonia",37.614525,-118.832146,"2023","7","16","GBIF"
"845","Animalia","Chordata","Aves","Passeriformes","Hirundinidae","Petrochelidon","Petrochelidon pyrrhonota",37.614525,-118.832146,"2023","7","14","GBIF"
"846","Animalia","Chordata","Aves","Passeriformes","Turdidae","Turdus","Turdus migratorius",37.614525,-118.832146,"2023","7","14","GBIF"
"847","Animalia","Chordata","Aves","Piciformes","Picidae","Colaptes","Colaptes auratus",37.614525,-118.832146,"2023","7","16","GBIF"
"848","Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Tamias","Tamias minimus",37.614659,-118.821494,"2005","8","8","GBIF"
"849","Animalia","Arthropoda","Insecta","Hymenoptera","Apidae","Bombus","Bombus rufocinctus",37.615315,-118.825168,"2023","8","24","GBIF"
"850","Animalia","Arthropoda","Insecta","Lepidoptera","Lasiocampidae","Phyllodesma","Phyllodesma americana",37.613703,-118.831586,"2022","5","31","GBIF"
"851","Animalia","Arthropoda","Insecta","Lepidoptera","Lasiocampidae","Phyllodesma","Phyllodesma americana",37.613605,-118.831746,"2022","5","31","GBIF"
"852","Animalia","Chordata","Aves","Passeriformes","Corvidae","Pica","Pica hudsonia",37.618903,-118.823879,"2019","10","28","GBIF"
"853","Animalia","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Satyrium","Satyrium behrii",37.613982,-118.831473,"2007","6","25","GBIF"
"854","Animalia","Chordata","Squamata",NA,"Phrynosomatidae","Sceloporus","Sceloporus graciosus",37.614828,-118.841676,"2006","7","28","GBIF"
"855","Animalia","Chordata","Mammalia","Rodentia","Cricetidae","Microtus","Microtus montanus",37.61476,-118.831574,"2006","8","3","GBIF"
"856","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Aglais","Aglais milberti",37.614578,-118.820429,"2005","8","18","GBIF"
"857","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Nymphalis","Nymphalis californica",37.614229,-118.830758,"2018","8","1","GBIF"
"858","Animalia","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Satyrium","Satyrium behrii",37.61364,-118.829149,"2005","8","11","GBIF"
"859","Animalia","Arthropoda","Insecta","Hymenoptera","Halictidae","Halictus","Halictus farinosus",37.613666,-118.828832,"2006","7","30","GBIF"
"860","Animalia","Arthropoda","Insecta","Lepidoptera","Sphingidae","Hyles","Hyles lineata",37.6152,-118.840988,"1995","7","22","GBIF"
"861","Animalia","Chordata","Squamata",NA,"Phrynosomatidae","Phrynosoma","Phrynosoma platyrhinos",37.616234,-118.839049,"2013","5","26","GBIF"
"862","Animalia","Chordata","Mammalia","Rodentia","Heteromyidae","Dipodomys","Dipodomys panamintinus",37.614385,-118.825443,"2018","7","28","GBIF"
"863","Animalia","Chordata","Aves","Passeriformes","Hirundinidae","Petrochelidon","Petrochelidon pyrrhonota",37.617375,-118.821062,"2023","8","14","GBIF"
"864","Animalia","Chordata","Aves","Passeriformes","Tyrannidae","Contopus","Contopus sordidulus",37.614,-118.83212,"2022","8","6","GBIF"
"865","Animalia","Chordata","Aves","Passeriformes","Passerellidae","Pipilo","Pipilo maculatus",37.614,-118.83212,"2022","8","6","GBIF"
"866","Animalia","Chordata","Aves","Passeriformes","Turdidae","Turdus","Turdus migratorius",37.614,-118.83212,"2022","8","6","GBIF"
"867","Animalia","Chordata","Aves","Passeriformes","Hirundinidae","Tachycineta","Tachycineta thalassina",37.614,-118.83212,"2022","8","6","GBIF"
"868","Animalia","Chordata","Aves","Passeriformes","Passerellidae","Zonotrichia","Zonotrichia leucophrys",37.613697,-118.831665,"2022","10","26","GBIF"
"869","Animalia","Chordata","Aves","Passeriformes","Aegithalidae","Psaltriparus","Psaltriparus minimus",37.614,-118.83212,"2022","8","6","GBIF"
"870","Animalia","Chordata","Aves","Piciformes","Picidae","Colaptes","Colaptes auratus",37.614,-118.83212,"2022","8","6","GBIF"
"871","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Spinus","Spinus psaltria",37.614,-118.83212,"2022","8","6","GBIF"
"872","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Circus","Circus cyaneus",37.613697,-118.831665,"2022","10","26","GBIF"
"873","Animalia","Chordata","Aves","Piciformes","Picidae","Sphyrapicus","Sphyrapicus ruber",37.61389,-118.83319,"2011","6","4","GBIF"
"874","Animalia","Chordata","Aves","Galliformes","Phasianidae","Centrocercus","Centrocercus urophasianus",37.616253,-118.83258,"1975","7","22","GBIF"
"875","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Circus","Circus cyaneus",37.61391,-118.83203,"2022","10","26","GBIF"
"876","Animalia","Chordata","Aves","Passeriformes","Passerellidae","Melospiza","Melospiza lincolnii",37.61391,-118.83203,"2022","10","26","GBIF"
"877","Animalia","Chordata","Aves","Passeriformes","Passerellidae","Pipilo","Pipilo chlorurus",37.614,-118.83212,"2022","8","6","GBIF"
"878","Animalia","Chordata","Aves","Passeriformes","Corvidae","Corvus","Corvus corax",37.61391,-118.83203,"2022","10","25","GBIF"
"879","Animalia","Chordata","Aves","Passeriformes","Passerellidae","Pipilo","Pipilo chlorurus",37.614,-118.83212,"2022","8","6","GBIF"
"880","Animalia","Chordata","Aves","Passeriformes","Turdidae","Sialia","Sialia currucoides",37.61906,-118.82662,"2022","4","14","GBIF"
