"","species","year","month","day","class_common","location","decimalLatitude","decimalLongitude","count_print"
"5713","Empidonax oberholseri",2023,6,16,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"5714","Pica hudsonia",2023,10,3,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"5715","Oreoscoptes montanus",2023,5,2,"Birds","Outside SNARL",37.610638,-118.808075,"210 species"
"5716","Cyanocitta stelleri",2023,10,3,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"5717","Vireo gilvus",2023,6,4,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"5718","Spizella breweri",2023,6,4,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"5719","Troglodytes aedon",2023,6,24,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"5720","Mareca strepera",2023,6,5,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"5721","Pipilo chlorurus",2023,6,4,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"5722","Passerella iliaca",2023,6,5,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"5723","Vireo gilvus",2023,6,16,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"5724","Cardellina pusilla",2023,6,4,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"5725","Chondestes grammacus",2023,6,5,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"5726","Podiceps nigricollis",2023,6,28,"Birds","Outside SNARL",37.619064,-118.87791,"210 species"
"5727","Poecile gambeli",2023,6,25,"Birds","Outside SNARL",37.59475,-118.851685,"210 species"
"5728","Tachycineta thalassina",2023,6,25,"Birds","Outside SNARL",37.59475,-118.851685,"210 species"
"5729","Riparia riparia",2023,6,9,"Birds","Outside SNARL",37.619064,-118.87791,"210 species"
"5730","Sturnus vulgaris",2023,4,29,"Birds","In SNARL",37.614014,-118.832115,"111 species"
"5731","Icterus bullockii",2023,6,16,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"5732","Icterus bullockii",2023,7,19,"Birds","In SNARL",37.614525,-118.832146,"111 species"
"5733","Contopus sordidulus",2023,5,30,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"5734","Icterus bullockii",2023,6,16,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"5735","Cyanocitta stelleri",2023,5,7,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"5736","Molothrus ater",2023,7,21,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"5737","Pelecanus erythrorhynchos",2023,5,30,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"5738","Tachycineta thalassina",2013,7,14,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"5739","Sayornis saya",2023,6,1,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"5740","Contopus sordidulus",2023,6,25,"Birds","Outside SNARL",37.59475,-118.851685,"210 species"
"5741","Setophaga petechia",2023,7,5,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"5742","Setophaga petechia",2023,5,23,"Birds","Outside SNARL",37.618744,-118.82088,"210 species"
"5743","Pheucticus melanocephalus",2023,7,3,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"5744","Spizella breweri",2023,9,16,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"5745","Setophaga petechia",2023,6,16,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"5746","Haliaeetus leucocephalus",2023,5,30,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"5747","Spizella breweri",2023,7,14,"Birds","In SNARL",37.613667,-118.83194,"111 species"
"5748","Euphagus cyanocephalus",2023,9,12,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"5749","Haemorhous cassinii",2023,6,25,"Birds","Outside SNARL",37.59475,-118.851685,"210 species"
"5750","Euphagus cyanocephalus",2023,6,25,"Birds","Outside SNARL",37.59475,-118.851685,"210 species"
"5751","Vireo gilvus",2023,5,15,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"5752","Pica hudsonia",2023,7,17,"Birds","In SNARL",37.614525,-118.832146,"111 species"
"5753","Anas platyrhynchos",2023,7,18,"Birds","Outside SNARL",37.619064,-118.87791,"210 species"
"5754","Spizella breweri",2023,6,6,"Birds","Outside SNARL",37.585335,-118.86421,"210 species"
"5755","Spizella breweri",2023,6,4,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"5756","Leuconotopicus villosus",2023,5,28,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"5757","Troglodytes aedon",2015,6,28,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"5758","Setophaga petechia",1991,7,27,"Birds","In SNARL",37.613686,-118.83241,"111 species"
"5759","Melospiza melodia",2023,7,20,"Birds","In SNARL",37.614525,-118.832146,"111 species"
"5760","Troglodytes aedon",2023,7,20,"Birds","In SNARL",37.614525,-118.832146,"111 species"
"5761","Tyrannus verticalis",2023,9,1,"Birds","Outside SNARL",37.61364,-118.810776,"210 species"
"5762","Pipilo chlorurus",2023,5,30,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"5763","Pipilo maculatus",2023,7,16,"Birds","In SNARL",37.614525,-118.832146,"111 species"
"5764","Zonotrichia leucophrys",2023,4,9,"Birds","Outside SNARL",37.606785,-118.80555,"210 species"
"5765","Molothrus ater",2023,6,3,"Birds","In SNARL",37.61404,-118.83265,"111 species"
"5766","Pica hudsonia",2023,9,12,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"5767","Pipilo chlorurus",2015,6,28,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"5768","Larus californicus",2023,7,22,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"5769","Pandion haliaetus",2023,8,24,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"5770","Leuconotopicus villosus",2023,7,18,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"5771","Troglodytes aedon",2023,7,19,"Birds","In SNARL",37.614525,-118.832146,"111 species"
"5772","Sphyrapicus ruber",2023,6,25,"Birds","Outside SNARL",37.59475,-118.851685,"210 species"
"5773","Contopus sordidulus",2023,7,13,"Birds","In SNARL",37.614525,-118.832146,"111 species"
"5774","Melospiza melodia",2023,6,25,"Birds","Outside SNARL",37.59475,-118.851685,"210 species"
"5775","Cathartes aura",2023,4,29,"Birds","In SNARL",37.614014,-118.832115,"111 species"
"5776","Icterus bullockii",2023,7,13,"Birds","In SNARL",37.614525,-118.832146,"111 species"
"5777","Pipilo chlorurus",2023,8,9,"Birds","In SNARL",37.61369,-118.83126,"111 species"
"5778","Colaptes auratus",2023,4,29,"Birds","In SNARL",37.614014,-118.832115,"111 species"
"5779","Petrochelidon pyrrhonota",2023,7,20,"Birds","In SNARL",37.614525,-118.832146,"111 species"
"5780","Oxyura jamaicensis",2023,7,18,"Birds","Outside SNARL",37.619064,-118.87791,"210 species"
"5781","Pipilo chlorurus",2023,6,4,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"5782","Vireo gilvus",2023,6,4,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"5783","Bubo virginianus",2023,4,28,"Birds","In SNARL",37.614014,-118.832115,"111 species"
"5784","Anas platyrhynchos",2023,6,9,"Birds","Outside SNARL",37.619064,-118.87791,"210 species"
"5785","Setophaga petechia",2023,6,16,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"5786","Zonotrichia leucophrys",2023,7,13,"Birds","In SNARL",37.613697,-118.831665,"111 species"
"5787","Empidonax oberholseri",2023,6,25,"Birds","Outside SNARL",37.59475,-118.851685,"210 species"
"5788","Aythya americana",2023,7,18,"Birds","Outside SNARL",37.619064,-118.87791,"210 species"
"5789","Cyanocitta stelleri",2023,10,8,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"5790","Haliaeetus leucocephalus",2023,6,16,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"5791","Turdus migratorius",2023,4,20,"Birds","In SNARL",37.614014,-118.832115,"111 species"
"5792","Troglodytes aedon",2023,7,18,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"5793","Spinus psaltria",2023,10,4,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"5794","Cinclus mexicanus",2023,6,25,"Birds","Outside SNARL",37.59475,-118.851685,"210 species"
"5795","Euphagus cyanocephalus",2023,7,3,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"5796","Icterus bullockii",2023,6,5,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"5797","Euphagus cyanocephalus",2023,6,25,"Birds","Outside SNARL",37.59475,-118.851685,"210 species"
"5798","Zonotrichia leucophrys",2023,4,9,"Birds","Outside SNARL",37.606785,-118.80555,"210 species"
"5799","Passer domesticus",2023,6,19,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"5800","Anas acuta",1994,6,16,"Birds","Outside SNARL",37.629562,-118.81206,"210 species"
"5801","Empidonax difficilis",2019,6,15,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"5802","Haliaeetus leucocephalus",2023,4,9,"Birds","Outside SNARL",37.606785,-118.80555,"210 species"
"5803","Dendragapus fuliginosus",2015,5,24,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"5804","Artemisiospiza nevadensis",2023,9,25,"Birds","Outside SNARL",37.632313,-118.8102,"210 species"
"5805","Turdus migratorius",2023,6,17,"Birds","In SNARL",37.613747,-118.83065,"111 species"
"5806","Contopus sordidulus",2023,7,29,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"5807","Junco hyemalis",2023,7,9,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"5808","Pipilo chlorurus",2023,7,16,"Birds","In SNARL",37.614525,-118.832146,"111 species"
"5809","Melospiza melodia",2023,7,13,"Birds","In SNARL",37.614525,-118.832146,"111 species"
"5810","Setophaga petechia",2023,7,18,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"5811","Haliaeetus leucocephalus",2023,6,5,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"5812","Pipilo chlorurus",2023,7,20,"Birds","In SNARL",37.614525,-118.832146,"111 species"
"5813","Troglodytes aedon",2023,6,6,"Birds","Outside SNARL",37.620007,-118.8191,"210 species"
"5814","Vireo gilvus",2023,6,5,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"5815","Haemorhous cassinii",2023,6,24,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"5816","Aythya collaris",2023,7,18,"Birds","Outside SNARL",37.619064,-118.87791,"210 species"
"5817","Passerella iliaca",2023,5,21,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"5818","Melospiza melodia",2023,6,25,"Birds","Outside SNARL",37.59475,-118.851685,"210 species"
"5819","Larus californicus",2023,6,25,"Birds","Outside SNARL",37.59475,-118.851685,"210 species"
"5820","Thryomanes bewickii",2023,6,27,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"5821","Mareca strepera",2023,6,9,"Birds","Outside SNARL",37.619064,-118.87791,"210 species"
"5822","Turdus migratorius",2023,6,25,"Birds","Outside SNARL",37.59475,-118.851685,"210 species"
"5823","Tachycineta bicolor",2023,6,27,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"5824","Molothrus ater",2023,6,5,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"5825","Thryomanes bewickii",2023,3,15,"Birds","In SNARL",37.613804,-118.83181,"111 species"
"5826","Aythya americana",2023,7,18,"Birds","Outside SNARL",37.619064,-118.87791,"210 species"
"5827","Tachycineta thalassina",2023,7,30,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"5828","Setophaga petechia",2023,8,22,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"5829","Setophaga petechia",2023,5,21,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"5830","Pica hudsonia",2023,4,9,"Birds","Outside SNARL",37.606785,-118.80555,"210 species"
"5831","Centrocercus urophasianus",2023,7,18,"Birds","Outside SNARL",37.619064,-118.87791,"210 species"
"5832","Anthus rubescens",2023,10,31,"Birds","Outside SNARL",37.619064,-118.87791,"210 species"
"5833","Turdus migratorius",2023,5,21,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"5834","Chordeiles minor",2023,7,10,"Birds","In SNARL",37.61418,-118.83177,"111 species"
"5835","Larus californicus",2023,7,18,"Birds","Outside SNARL",37.619064,-118.87791,"210 species"
"5836","Contopus sordidulus",2023,8,22,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"5837","Setophaga petechia",2023,8,24,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"5838","Pipilo chlorurus",2023,7,10,"Birds","In SNARL",37.61418,-118.83177,"111 species"
"5839","Pipilo maculatus",2023,6,17,"Birds","In SNARL",37.613747,-118.83065,"111 species"
"5840","Sayornis saya",2023,4,9,"Birds","Outside SNARL",37.606785,-118.80555,"210 species"
"5841","Petrochelidon pyrrhonota",2023,7,12,"Birds","In SNARL",37.614525,-118.832146,"111 species"
"5842","Corvus corax",2023,12,17,"Birds","Outside SNARL",37.630226,-118.81208,"210 species"
"5843","Icterus bullockii",2023,7,10,"Birds","In SNARL",37.61418,-118.83177,"111 species"
"5844","Contopus sordidulus",2023,8,22,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"5845","Cinclus mexicanus",2023,6,25,"Birds","Outside SNARL",37.59475,-118.851685,"210 species"
"5846","Pipilo maculatus",2023,7,17,"Birds","In SNARL",37.614525,-118.832146,"111 species"
"5847","Passerella iliaca",2023,6,16,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"5848","Melospiza melodia",2023,5,5,"Birds","Outside SNARL",37.585335,-118.86421,"210 species"
"5849","Streptopelia decaocto",2023,7,13,"Birds","In SNARL",37.614525,-118.832146,"111 species"
"5850","Melospiza melodia",2023,6,25,"Birds","Outside SNARL",37.59475,-118.851685,"210 species"
"5851","Tachycineta thalassina",2023,7,12,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"5852","Troglodytes aedon",2023,7,6,"Birds","In SNARL",37.613693,-118.83172,"111 species"
"5853","Passerella iliaca",2023,5,30,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"5854","Buteo jamaicensis",2023,12,17,"Birds","Outside SNARL",37.627354,-118.81884,"210 species"
"5855","Troglodytes aedon",2023,6,4,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"5856","Selasphorus calliope",2023,6,28,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"5857","Contopus sordidulus",2023,7,15,"Birds","In SNARL",37.614525,-118.832146,"111 species"
"5858","Junco hyemalis",2023,12,12,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"5859","Troglodytes aedon",2023,9,12,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"5860","Contopus sordidulus",2023,6,4,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"5861","Corvus corax",2023,6,16,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"5862","Molothrus ater",2023,7,12,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"5863","Setophaga coronata",2023,6,5,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"5864","Contopus sordidulus",2023,6,4,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"5865","Turdus migratorius",2023,8,22,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"5866","Haliaeetus leucocephalus",2023,6,16,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"5867","Icterus bullockii",2023,7,14,"Birds","In SNARL",37.614525,-118.832146,"111 species"
"5868","Spizella breweri",2023,6,15,"Birds","Outside SNARL",37.619064,-118.87791,"210 species"
"5869","Euphagus cyanocephalus",2023,8,24,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"5870","Icterus bullockii",2023,6,25,"Birds","Outside SNARL",37.59475,-118.851685,"210 species"
"5871","Poecile gambeli",2023,6,25,"Birds","Outside SNARL",37.59475,-118.851685,"210 species"
"5872","Poecile gambeli",2023,12,17,"Birds","Outside SNARL",37.627354,-118.81884,"210 species"
"5873","Cyanocitta stelleri",2023,4,26,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"5874","Molothrus ater",2023,6,4,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"5875","Tachycineta thalassina",2023,6,4,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"5876","Anas crecca",2023,10,31,"Birds","Outside SNARL",37.619064,-118.87791,"210 species"
"5877","Poecile gambeli",2023,4,26,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"5878","Passerella iliaca",2023,6,4,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"5879","Nucifraga columbiana",2023,10,7,"Birds","Outside SNARL",37.585335,-118.86421,"210 species"
"5880","Contopus sordidulus",2023,7,13,"Birds","In SNARL",37.614525,-118.832146,"111 species"
"5881","Larus californicus",2023,6,25,"Birds","Outside SNARL",37.59475,-118.851685,"210 species"
"5882","Archilochus alexandri",2023,6,28,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"5883","Euphagus cyanocephalus",2023,6,25,"Birds","Outside SNARL",37.59475,-118.851685,"210 species"
"5884","Tachycineta thalassina",2023,6,4,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"5885","Pipilo chlorurus",2023,6,4,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"5886","Sturnella neglecta",2023,4,29,"Birds","In SNARL",37.614014,-118.832115,"111 species"
"5887","Pica hudsonia",2023,9,28,"Birds","Outside SNARL",37.61936,-118.82894,"210 species"
"5888","Pica hudsonia",2023,9,28,"Birds","Outside SNARL",37.61936,-118.82894,"210 species"
"5889","Pheucticus melanocephalus",2023,6,6,"Birds","Outside SNARL",37.585335,-118.86421,"210 species"
"5890","Junco hyemalis",2023,6,4,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"5891","Geothlypis tolmiei",2023,8,7,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"5892","Icterus bullockii",2023,5,28,"Birds","In SNARL",37.61396,-118.83418,"111 species"
"5893","Euphagus cyanocephalus",2023,8,9,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"5894","Xanthocephalus xanthocephalus",2023,7,18,"Birds","Outside SNARL",37.619064,-118.87791,"210 species"
"5895","Pipilo chlorurus",2023,6,15,"Birds","Outside SNARL",37.619064,-118.87791,"210 species"
"5896","Pipilo chlorurus",2023,8,9,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"5897","Pipilo chlorurus",2023,9,16,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"5898","Mergus merganser",2023,11,24,"Birds","Outside SNARL",37.585335,-118.86421,"210 species"
"5899","Larus californicus",2023,5,15,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"5900","Thryomanes bewickii",2023,8,1,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"5901","Oreoscoptes montanus",2023,6,9,"Birds","Outside SNARL",37.619064,-118.87791,"210 species"
"5902","Turdus migratorius",2023,5,27,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"5903","Leiothlypis celata",2023,7,30,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"5904","Petrochelidon pyrrhonota",1994,6,16,"Birds","Outside SNARL",37.629562,-118.81206,"210 species"
"5905","Molothrus ater",2023,4,29,"Birds","In SNARL",37.614014,-118.832115,"111 species"
"5906","Passerella iliaca",2023,5,15,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"5907","Myadestes townsendi",2023,10,9,"Birds","Outside SNARL",37.585335,-118.86421,"210 species"
"5908","Melospiza melodia",2023,7,16,"Birds","In SNARL",37.614525,-118.832146,"111 species"
"5909","Euphagus cyanocephalus",2023,6,17,"Birds","In SNARL",37.613747,-118.83065,"111 species"
"5910","Setophaga petechia",2023,7,12,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"5911","Euphagus cyanocephalus",2023,5,29,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"5912","Haemorhous cassinii",2023,5,5,"Birds","Outside SNARL",37.585335,-118.86421,"210 species"
"5913","Icterus bullockii",2023,5,28,"Birds","In SNARL",37.61391,-118.83403,"111 species"
"5914","Sphyrapicus ruber",2023,8,22,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"5915","Troglodytes aedon",2023,8,9,"Birds","In SNARL",37.61369,-118.83126,"111 species"
"5916","Cistothorus palustris",2023,12,17,"Birds","Outside SNARL",37.630226,-118.81208,"210 species"
"5917","Bucephala albeola",2023,12,17,"Birds","Outside SNARL",37.619064,-118.87791,"210 species"
"5918","Corvus corax",2023,10,31,"Birds","Outside SNARL",37.619064,-118.87791,"210 species"
"5919","Melospiza melodia",2023,6,4,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"5920","Euphagus cyanocephalus",2023,4,9,"Birds","Outside SNARL",37.606785,-118.80555,"210 species"
"5921","Vireo gilvus",2023,7,18,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"5922","Leuconotopicus villosus",2023,6,27,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"5923","Spizella breweri",1991,7,27,"Birds","In SNARL",37.613686,-118.83241,"111 species"
"5924","Corvus corax",2023,5,26,"Birds","Outside SNARL",37.619183,-118.82561,"210 species"
"5925","Pipilo chlorurus",2023,6,16,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"5926","Oreoscoptes montanus",2023,7,20,"Birds","In SNARL",37.614525,-118.832146,"111 species"
"5927","Euphagus cyanocephalus",2023,9,12,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"5928","Cardellina pusilla",2023,5,7,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"5929","Pipilo chlorurus",2023,7,16,"Birds","In SNARL",37.614525,-118.832146,"111 species"
"5930","Pipilo maculatus",2023,7,14,"Birds","In SNARL",37.614525,-118.832146,"111 species"
"5931","Icterus bullockii",2023,7,13,"Birds","In SNARL",37.614525,-118.832146,"111 species"
"5932","Poecile gambeli",2023,12,17,"Birds","Outside SNARL",37.627354,-118.81884,"210 species"
"5933","Circus cyaneus",2023,10,31,"Birds","Outside SNARL",37.619064,-118.87791,"210 species"
"5934","Contopus sordidulus",2023,7,14,"Birds","In SNARL",37.613667,-118.83194,"111 species"
"5935","Troglodytes aedon",2023,6,25,"Birds","Outside SNARL",37.59475,-118.851685,"210 species"
"5936","Euphagus cyanocephalus",2023,9,11,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"5937","Tachycineta thalassina",2023,5,30,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"5938","Icterus bullockii",2023,6,6,"Birds","Outside SNARL",37.585335,-118.86421,"210 species"
"5939","Pheucticus melanocephalus",2023,6,4,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"5940","Setophaga petechia",2023,6,5,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"5941","Pipilo maculatus",2023,6,3,"Birds","In SNARL",37.61404,-118.83265,"111 species"
"5942","Piranga ludoviciana",2023,6,24,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"5943","Pica hudsonia",2023,4,21,"Birds","In SNARL",37.614014,-118.832115,"111 species"
"5944","Vireo gilvus",2023,8,22,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"5945","Molothrus ater",2023,7,18,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"5946","Contopus sordidulus",2023,6,16,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"5947","Icterus bullockii",2023,6,25,"Birds","Outside SNARL",37.59475,-118.851685,"210 species"
"5948","Tachycineta thalassina",2023,6,25,"Birds","Outside SNARL",37.59475,-118.851685,"210 species"
"5949","Contopus sordidulus",2023,5,27,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"5950","Troglodytes aedon",2023,8,24,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"5951","Contopus sordidulus",2023,6,4,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"5952","Poecile gambeli",2023,6,4,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"5953","Larus californicus",2023,7,9,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"5954","Pandion haliaetus",2023,10,6,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"5955","Setophaga petechia",2023,6,24,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"5956","Sturnella neglecta",2023,6,17,"Birds","In SNARL",37.613747,-118.83065,"111 species"
"5957","Selasphorus calliope",2023,6,19,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"5958","Leiothlypis celata",2023,9,12,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"5959","Troglodytes aedon",2023,6,16,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"5960","Cinclus mexicanus",2023,6,25,"Birds","Outside SNARL",37.59475,-118.851685,"210 species"
"5961","Molothrus ater",2023,7,20,"Birds","In SNARL",37.614525,-118.832146,"111 species"
"5962","Molothrus ater",2023,6,3,"Birds","In SNARL",37.61404,-118.83265,"111 species"
"5963","Pica hudsonia",2023,6,17,"Birds","In SNARL",37.613747,-118.83065,"111 species"
"5964","Contopus sordidulus",2023,6,9,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"5965","Pipilo chlorurus",2023,9,11,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"5966","Melospiza melodia",2023,6,25,"Birds","Outside SNARL",37.59475,-118.851685,"210 species"
"5967","Turdus migratorius",2023,6,4,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"5968","Buteo jamaicensis",2023,12,10,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"5969","Passerella iliaca",2023,6,4,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"5970","Poecile gambeli",2023,6,16,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"5971","Zenaida macroura",2023,9,1,"Birds","Outside SNARL",37.61364,-118.810776,"210 species"
"5972","Rallus limicola",2023,12,17,"Birds","Outside SNARL",37.630226,-118.81208,"210 species"
"5973","Mareca strepera",2023,12,17,"Birds","Outside SNARL",37.619064,-118.87791,"210 species"
"5974","Larus californicus",2023,6,27,"Birds","Outside SNARL",37.619064,-118.87791,"210 species"
"5975","Nucifraga columbiana",2023,10,3,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"5976","Cyanocitta stelleri",2023,6,4,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"5977","Circus cyaneus",2023,6,8,"Birds","Outside SNARL",37.632153,-118.81013,"210 species"
"5978","Turdus migratorius",2023,6,5,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"5979","Vireo gilvus",2023,6,17,"Birds","Outside SNARL",37.588795,-118.853714,"210 species"
"5980","Zenaida macroura",2023,5,27,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"5981","Artemisiospiza nevadensis",2023,7,20,"Birds","In SNARL",37.614525,-118.832146,"111 species"
"5982","Mergus merganser",2023,11,23,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"5983","Empidonax wrightii",2023,5,6,"Birds","Outside SNARL",37.623486,-118.8179,"210 species"
"5984","Troglodytes aedon",2023,7,14,"Birds","In SNARL",37.614525,-118.832146,"111 species"
"5985","Poecile gambeli",2023,9,12,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"5986","Poecile gambeli",2023,6,16,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"5987","Troglodytes aedon",2023,7,15,"Birds","In SNARL",37.614525,-118.832146,"111 species"
